source,event,crop,crop_group,district,area_under_crop_acre,fully_damaged_acre,partially_damaged_acre,pct_partial_damage,total_damaged_acre,yield_kg_per_acre,production_loss_t,page
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood in the month of July 2020-21,Potol,Potol,Kurigram,,40.01,148.7,50.0,115.041,2458.0,282.7708,442
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood in the month of July 2020-21,Potol,Potol,Naogaon,,29.0,62.8,84.0,81.54,4170.0,340.0218,442
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood in the month of July 2020-21,Potol,Potol,Sirajganj,,70.25,0.0,0.0,70.25,3646.0,256.1315,442
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood in the month of July 2020-21,Potol,Potol,Bangladesh,,139.26,211.5,60.0,266.831,3424.667,913.8072,442
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood in the month of July 2020-21,Onion,Onion,Lalmonirhat,,17.0,35.0,48.0,33.8,3161.0,106.8418,442
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood in the month of July 2020-21,Onion,Onion,Bangladesh,,17.0,35.0,48.0,33.8,3161.0,106.8418,442
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood in the month of July 2020-21,Mula Shak,Mula Shak,Lalmonirhat,,6.5,7.25,53.0,10.34,1570.63,14.58,442
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood in the month of July 2020-21,Mula Shak,Mula Shak,Bangladesh,,6.5,7.25,53.0,10.34,1570.63,16.24031,442
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood in the month of July 2020-21,Karala,Karala,Naogaon,,41.0,12.0,15.0,42.8,2397.66,102.6198,442
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood in the month of July 2020-21,Karala,Karala,Kurigram,,4.8,27.0,53.0,19.0,2117.0,40.223,442
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood in the month of July 2020-21,Karala,Karala,Bangladesh,,45.8,39.0,41.0,61.8,2257.33,139.503,442
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood in the month of July 2020-21,Ladies Finger,Ladies Finger,Kurigram,,7.6,63.0,44.0,35.5,1744.0,61.912,442
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood in the month of July 2020-21,Ladies Finger,Ladies Finger,Bangladesh,,7.6,63.0,44.0,35.5,1744.0,61.912,442
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood in the month of July 2020-21,Ladies Finger,Ladies Finger,Kurigram,,5.0,0.0,0.0,5.0,423.0,2.115,442
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood in the month of July 2020-21,Ladies Finger,Ladies Finger,Lalmonirhat,,1048.0,0.99,70.0,1048.69,390.0,408.9891,442
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood in the month of July 2020-21,Ladies Finger,Ladies Finger,Bangladesh,,1053.0,0.99,70.0,1053.69,406.5,428.325,442
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood in the month of July 2020-21,Data,Data,Sirajganj,,25.0,0.0,0.0,25.0,5355.47,133.8868,442
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood in the month of July 2020-21,Data,Data,Bangladesh,,25.0,0.0,0.0,25.0,5355.47,133.8868,442
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood in the month of July 2020-21,Kakrol,Kakrol,Lalmonirhat,,25.0,24.0,59.0,39.07,1636.0,63.91852,442
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood in the month of July 2020-21,Kakrol,Kakrol,Bangladesh,,25.0,24.0,59.0,39.07,1636.0,63.91852,442
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood in the month of July 2020-21,Chichinga,Chichinga,Sirajganj,,26.35,0.0,0.0,26.35,2192.0,57.7592,442
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood in the month of July 2020-21,Chichinga,Chichinga,Bangladesh,,26.35,0.0,0.0,26.35,2192.0,57.7592,442
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage Report of different crops due to flood in the months of July 2020-21,Chal Kumra,Chal Kumra,Sirajganj,,59.75,0.0,0.0,59.75,4736.0,282.976,443
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage Report of different crops due to flood in the months of July 2020-21,Chal Kumra,Chal Kumra,Bangladesh,,59.75,0.0,0.0,59.75,4736.0,282.976,443
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage Report of different crops due to flood in the months of July 2020-21,Betel Leaf,Betel Leaf,Rajshahi,,52.0,397.7,20.0,130.0,5326.34,692.4242,443
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage Report of different crops due to flood in the months of July 2020-21,Betel Leaf,Betel Leaf,Bangladesh,,52.0,397.7,20.0,130.0,5326.34,692.4242,443
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage Report of different crops due to flood in the months of July 2020-21,Sugarcane,Sugarcane,Natore,,0.0,2024.0,14.0,283.0,18230.0,5166.0,443
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage Report of different crops due to flood in the months of July 2020-21,Sugarcane,Sugarcane,Bangladesh,,0.0,2024.0,14.0,283.0,18230.0,5166.0,443
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage Report of different crops due to flood in the months of July 2020-21,Aman (HYV),Aman rice,Bogra,,720.0,705.0,75.0,1250.0,1217.75,1522.0,443
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage Report of different crops due to flood in the months of July 2020-21,Aman (HYV),Aman rice,Dinajpur,,0.0,364.5,25.0,90.96,1086.76,99.0,443
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage Report of different crops due to flood in the months of July 2020-21,Aman (HYV),Aman rice,Gaibandha,,784.0,163.0,50.0,865.5,1178.19,1020.0,443
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage Report of different crops due to flood in the months of July 2020-21,Aman (HYV),Aman rice,Kurigram,,5198.5,37508.0,14.0,10274.63,1147.59,11791.0,443
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage Report of different crops due to flood in the months of July 2020-21,Aman (HYV),Aman rice,Lalmonirhat,,493.1,1281.0,35.0,944.6,1141.25,1078.0,443
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage Report of different crops due to flood in the months of July 2020-21,Aman (HYV),Aman rice,Nilphamari,,852.0,2974.0,40.0,2042.0,1105.04,2256.0,443
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage Report of different crops due to flood in the months of July 2020-21,Aman (HYV),Aman rice,Rangpur,,152.0,2197.0,9.0,354.39,1094.22,388.0,443
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage Report of different crops due to flood in the months of July 2020-21,Aman (HYV),Aman rice,Rajbari,,0.0,6.0,50.0,3.0,947.93,3.0,443
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage Report of different crops due to flood in the months of July 2020-21,Aman (HYV),Aman rice,Tangail,,1160.0,373.0,34.0,1285.24,1066.23,1370.0,443
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage Report of different crops due to flood in the months of July 2020-21,Aman (HYV),Aman rice,Khulna,,0.0,6158.9,11.5,705.3,1243.1,876.7,443
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage Report of different crops due to flood in the months of July 2020-21,Aman (HYV),Aman rice,Bhola,,0.0,8505.3,3.9,334.6,1197.6,400.7,443
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage Report of different crops due to flood in the months of July 2020-21,Aman (HYV),Aman rice,Bangladesh,,9359.6,60235.7,24.1,18150.22,2329.84,20252.0,443
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage Report of different crops due to flood in the months of July 2020-21,Aman(Broadcast),Aman rice,Gaibandha,,16.0,0.0,0.0,16.0,468.37,168.0,443
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage Report of different crops due to flood in the months of July 2020-21,Aman(Broadcast),Aman rice,Khulna,,0.0,519.0,7.0,36.33,884.11,32.11972,443
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage Report of different crops due to flood in the months of July 2020-21,Aman(Broadcast),Aman rice,Bhola,,0.0,663.0,1.22,84.0,711.32,59.75088,443
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage Report of different crops due to flood in the months of July 2020-21,Aman(Broadcast),Aman rice,Chittagong,,0.0,2.24,0.0,2.24,628.84,1.408602,443
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage Report of different crops due to flood in the months of July 2020-21,Aman(Broadcast),Aman rice,Comilla,,9.0,2759.0,6.0,26.27,543.0,14.26461,443
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage Report of different crops due to flood in the months of July 2020-21,Aman(Broadcast),Aman rice,Rangamati,,18.0,529.0,41.4,237.0,531.81,126.039,443
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage Report of different crops due to flood in the months of July 2020-21,Aman(Broadcast),Aman rice,Sirajganj,,1573.0,1432.0,42.0,2181.0,548.0,1195.188,443
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage Report of different crops due to flood in the months of July 2020-21,Aman(Broadcast),Aman rice,Natore,,7057.0,0.0,0.0,7057.0,593.0,4184.801,443
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage Report of different crops due to flood in the months of July 2020-21,Aman(Broadcast),Aman rice,Bangladesh,,8673.0,5904.24,50.02372,9639.84,1698.69,5532.3563,443
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage Report of different crops due to flood in the months of July 2020-21,Aman (seed bad),Aman seedbed,Sirajganj,,1107.0,379.0,40.0,1257.5,0.0,0.0,443
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage Report of different crops due to flood in the months of July 2020-21,Aman (seed bad),Aman seedbed,Bangladesh,,1107.0,379.0,40.0,1257.5,0.0,0.0,443
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage Report of different crops due to flood in the months of July 2020-21,Aman (L.T.),Aman rice,Sirajganj,,134.0,30.0,21.0,140.387,577.0,250.97,443
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage Report of different crops due to flood in the months of July 2020-21,Aman (L.T.),Aman rice,Natore,,7945.0,589.1,51.0,8247.208,640.0,10738.0,443
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage Report of different crops due to flood in the months of July 2020-21,Aman (L.T.),Aman rice,Khulna,,0.0,4157.3,19.99976,831.45,884.11,735.0933,443
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage Report of different crops due to flood in the months of July 2020-21,Aman (L.T.),Aman rice,Bangladesh,,8071.0,4776.4,50.0,9219.045,1492.61,5838.9453,443
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage Report of different crops due to flood in the months of July 2020-21,Aus,Aus rice,Pabna,,90.0,0.0,0.0,90.0,848.0,72.0,444
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage Report of different crops due to flood in the months of July 2020-21,Aus,Aus rice,Rajshahi,,1640.0,13193.0,59.0,9460.0,1450.0,10827.0,444
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage Report of different crops due to flood in the months of July 2020-21,Aus,Aus rice,Naogaon,,7981.9,0.0,0.0,7982.0,1078.0,12624.0,444
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage Report of different crops due to flood in the months of July 2020-21,Aus,Aus rice,Nawabganj,,242.0,1141.0,50.0,812.5,3242.0,1462.5,444
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage Report of different crops due to flood in the months of July 2020-21,Aus,Aus rice,Sirajganj,,1385.0,0.0,0.0,1385.0,547.48,1413.0,444
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage Report of different crops due to flood in the months of July 2020-21,Aus,Aus rice,Bangladesh,,11338.9,14334.0,59.0,19729.4,2201.98,31763.81,444
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage Report of different crops due to flood in the months of July 2020-21,Aus (HYV),Aus rice,Bogra,,5978.0,612.0,50.0,6284.0,983.0,9964.6,444
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage Report of different crops due to flood in the months of July 2020-21,Aus (HYV),Aus rice,Sirajganj,,1929.0,599.0,29.0,2105.0,1105.0,2234.0,444
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage Report of different crops due to flood in the months of July 2020-21,Aus (HYV),Aus rice,Bangladesh,,7907.0,1211.0,40.0,8389.0,1044.0,8758.116,444
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage Report of different crops due to flood in the months of July 2020-21,Aus (Local),Aus rice,Sirajganj,,1385.0,0.0,0.0,1385.0,547.48,1413.0,444
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage Report of different crops due to flood in the months of July 2020-21,Aus (Local),Aus rice,Bangladesh,,1385.0,0.0,0.0,1385.0,547.48,758.2598,444
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage Report of different crops due to flood in the months of July 2020-21,Ropa Aman (Local),Aman rice,Khulna,,0.0,4157.3,19.99976,831.45,884.11,735.0933,444
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage Report of different crops due to flood in the months of July 2020-21,Ropa Aman (Local),Aman rice,Bangladesh,,0.0,4157.3,19.99976,831.45,884.11,735.0933,444
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops of Cyclone (Chattrang) in the Month of October 2022,HYB Amon,Aman rice,Barguna,234852.0,0.0,11062.0,8.25,912.09,1329.23,1212.38,445
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops of Cyclone (Chattrang) in the Month of October 2022,HYB Amon,Aman rice,Bhola,358890.0,2.6,3697.0,8.87,330.5,1765.81,583.6,445
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops of Cyclone (Chattrang) in the Month of October 2022,HYB Amon,Aman rice,Jhalokati,28974.0,0.0,1304.0,5.99,78.15,1682.66,131.5,445
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops of Cyclone (Chattrang) in the Month of October 2022,HYB Amon,Aman rice,Pirojpur,20277.0,0.0,190.8,13.76,26.26,925.74,24.31,445
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops of Cyclone (Chattrang) in the Month of October 2022,HYB Amon,Aman rice,Patuakhali,390428.0,0.0,80.35,25.33,20.35,176604.42,3593.9,445
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops of Cyclone (Chattrang) in the Month of October 2022,HYB Amon,Aman rice,Narail,85876.0,0.0,1321.0,1.68,22.15,1544.02,34.2,445
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops of Cyclone (Chattrang) in the Month of October 2022,HYB Amon,Aman rice,Bagerhat,43636.0,0.0,903.5,12.56,113.51,1650.96,187.401,445
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops of Cyclone (Chattrang) in the Month of October 2022,HYB Amon,Aman rice,Tangail,14119.0,11.1,851.0,5.14,54.8,1344.89,73.7,445
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops of Cyclone (Chattrang) in the Month of October 2022,Ropa Amon,Aman rice,Bhola,54476.0,0.0,828.0,17.91,148.3,4139.57,613.898,445
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops of Cyclone (Chattrang) in the Month of October 2022,Ropa Amon,Aman rice,Jhalokati,41140.0,0.0,390.0,6.59,25.7,1094.4,28.126,445
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops of Cyclone (Chattrang) in the Month of October 2022,Ropa Amon,Aman rice,Pirojpur,74153.0,0.0,938.0,3.52,33.02,908.63,30.003,445
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops of Cyclone (Chattrang) in the Month of October 2022,Ropa Amon,Aman rice,Narail,9111.0,0.0,541.0,6.76,36.55,639.95,23.39,445
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops of Cyclone (Chattrang) in the Month of October 2022,Ropa Amon,Aman rice,Bagerhat,75202.0,0.0,4126.0,5.79,238.96,1784.8,426.497,445
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops of Cyclone (Chattrang) in the Month of October 2022,Bona Amon,Aman rice,Pirojpur,450.0,0.0,5.0,40.0,2.0,500.0,1.0,445
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops of Cyclone (Chattrang) in the Month of October 2022,Bona Amon,Aman rice,Narail,8704.0,0.0,521.0,6.0,31.25,545.6,17.05,445
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops of Cyclone (Chattrang) in the Month of October 2022,Banana,Banana,Tangail,4704.0,10.16,129.08,20.44,36.55,7644.05,279.39,445
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops of Cyclone (Chattrang) in the Month of October 2022,Banana,Banana,Bagerhat,502.0,44.0,48.75,21.54,54.5,3315.05,180.67,445
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops of Cyclone (Chattrang) in the Month of October 2022,Banana,Banana,Jhalokati,2543.0,0.0,70.95,18.3,12.98,3443.67,44.7075,445
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops of Cyclone (Chattrang) in the Month of October 2022,Nuts,Nuts,Tangail,2728.0,118.0,0.0,0.0,118.0,517.03,61.01,445
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops of Cyclone (Chattrang) in the Month of October 2022,Nuts,Nuts,Bangladesh,2728.0,118.0,0.0,0.0,118.0,517.03,61.01,445
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops of Cyclone (Chattrang) in the Month of October 2022,Maize,Maize,Tangail,5506.0,243.0,62.0,20.0,255.4,2820.6,720.38,445
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops of Cyclone (Chattrang) in the Month of October 2022,Maize,Maize,Bangladesh,5506.0,243.0,62.0,20.0,255.4,2820.6,720.38,445
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops of Cyclone (Chattrang) in the Month of October 2022,Black gram (Mashkalai),Black gram (Mashkalai),Tangail,4699.0,1186.5,142.05,30.28,1229.5,307.8,378.44,445
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops of Cyclone (Chattrang) in the Month of October 2022,Black gram (Mashkalai),Black gram (Mashkalai),Bangladesh,4699.0,1186.5,142.05,30.28,1229.5,307.8,378.44,445
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops of Cyclone (Chattrang) in the Month of October 2022,Spinach (Palong Shak),Spinach (Palong Shak),Bagerhat,205.0,0.0,5.0,5.0,0.25,3350.0,0.8375,445
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops of Cyclone (Chattrang) in the Month of October 2022,Spinach (Palong Shak),Spinach (Palong Shak),Khulna,213.0,0.0,31.5,7.78,2.45,2446.12,5.993,445
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops of Cyclone (Chattrang) in the Month of October 2022,Cauliflower,Cauliflower,Bagerhat,110.0,0.0,2.0,5.0,0.1,5750.0,0.58,445
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops of Cyclone (Chattrang) in the Month of October 2022,Cauliflower,Cauliflower,Bangladesh,110.0,0.0,2.0,5.0,0.1,5750.0,0.58,445
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops of Cyclone (Chattrang) in the Month of October 2022,Cabbage,Cabbage,Bagerhat,201.0,0.0,2.0,5.0,0.1,6000.0,0.6,446
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops of Cyclone (Chattrang) in the Month of October 2022,Cabbage,Cabbage,Bangladesh,201.0,0.0,2.0,5.0,0.1,6000.0,0.6,446
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops of Cyclone (Chattrang) in the Month of October 2022,Radish,Radish,Bagerhat,15.0,0.0,4.0,53.0,2.12,1599.06,3.39,446
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops of Cyclone (Chattrang) in the Month of October 2022,Radish,Radish,Bangladesh,15.0,0.0,4.0,53.0,2.12,1599.06,3.39,446
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops of Cyclone (Chattrang) in the Month of October 2022,Red Amaranth (Lal Shak),Red Amaranth (Lal Shak),Bagerhat,150.0,1.0,5.0,5.0,1.25,5320.0,6.65,446
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops of Cyclone (Chattrang) in the Month of October 2022,Red Amaranth (Lal Shak),Red Amaranth (Lal Shak),Bangladesh,150.0,1.0,5.0,5.0,1.25,5320.0,6.65,446
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops of Cyclone (Chattrang) in the Month of October 2022,Green Papaya (Kacha Papa),Green Papaya (Kacha Papa),Khulna,49.0,1.99,8.9,25.95,4.3,9103.13,39.16,446
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops of Cyclone (Chattrang) in the Month of October 2022,Green Papaya (Kacha Papa),Green Papaya (Kacha Papa),Bangladesh,49.0,1.99,8.9,25.95,4.3,9103.13,39.16,446
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops of Cyclone (Chattrang) in the Month of October 2022,Green Banana(kacha kala),Green Banana(kacha kala),Khulna,291.5,7.53,58.5,22.14,20.48,4033.0,82.6,446
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops of Cyclone (Chattrang) in the Month of October 2022,Green Banana(kacha kala),Green Banana(kacha kala),Bangladesh,291.5,7.53,58.5,22.14,20.48,4033.0,82.6,446
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops of Cyclone (Chattrang) in the Month of October 2022,Betel Leaves,Betel Leaves,Jhalokati,478.0,0.0,77.0,17.03,13.11,1409.31,18.48,446
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops of Cyclone (Chattrang) in the Month of October 2022,Betel Leaves,Betel Leaves,Bangladesh,478.0,0.0,77.0,17.03,13.11,1409.31,18.48,446
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops of Cyclone (Chattrang) in the Month of October 2022,Sugarcane,Sugarcane,Pirojpur,5.0,0.0,5.0,5.0,0.25,10800.0,2.7,446
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops of Cyclone (Chattrang) in the Month of October 2022,Sugarcane,Sugarcane,Bangladesh,5.0,0.0,5.0,5.0,0.25,10800.0,2.7,446
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops Due to Flood Excessive Rainfall & Rush of Water in the Month of April to June 2022,Boro,Boro rice,Netrakona,446069.0,3198.5,16476.0,39.38,9687.11,2199.27,21304.53,447
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops Due to Flood Excessive Rainfall & Rush of Water in the Month of April to June 2022,Boro,Boro rice,Bangladesh,446069.0,3198.5,16476.0,39.38,9687.11,2199.27,21304.53,447
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops Due to Flood Excessive Rainfall & Rush of Water in the Month of April to June 2022,Aus,Aus rice,Habiganj,124760.0,897.0,17084.0,63.67,11773.75,1692.94,19932.22,447
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops Due to Flood Excessive Rainfall & Rush of Water in the Month of April to June 2022,Aus,Aus rice,Maulvibazar,55206.0,8018.0,22668.0,47.62,18813.0,1240.72,23341.65,447
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops Due to Flood Excessive Rainfall & Rush of Water in the Month of April to June 2022,Aus,Aus rice,Sunamganj,28779.0,9327.0,6228.0,25.87,10938.0,1032.73,11296.0,447
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops Due to Flood Excessive Rainfall & Rush of Water in the Month of April to June 2022,Aus,Aus rice,Sylhet,122335.0,45244.0,29808.0,43.9,58329.0,1152.0,67194.76,447
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops Due to Flood Excessive Rainfall & Rush of Water in the Month of August to September 2024-25,Aus,Aus rice,Noakhali,6938.0,2950.0,3690.0,82.82,5746.0,1038.0,5963.0,447
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops Due to Flood Excessive Rainfall & Rush of Water in the Month of August to September 2024-25,Aus,Aus rice,Chittagong,50547.0,1207.0,13237.0,3.76,1900.0,1341.0,2549.0,447
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops Due to Flood Excessive Rainfall & Rush of Water in the Month of August to September 2024-25,Aus,Aus rice,Rajshahi,625.0,235.0,235.0,72.08,451.0,1702.0,767.0,447
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops Due to Flood Excessive Rainfall & Rush of Water in the Month of August to September 2024-25,Aus,Aus rice,Habiganj,98184.0,168.0,0.0,0.17,168.0,1428.0,240.0,447
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops Due to Flood Excessive Rainfall & Rush of Water in the Month of August to September 2024-25,Aus,Aus rice,Maulvibazar,59666.0,548.0,4757.0,3.18,1897.0,1154.0,2188.0,447
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops Due to Flood Excessive Rainfall & Rush of Water in the Month of August to September 2024-25,Aus,Aus rice,Sunamganj,595110.0,1885.0,802.0,0.32,1892.0,1175.0,2223.0,447
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops Due to Flood Excessive Rainfall & Rush of Water in the Month of August to September 2024-25,Aus,Aus rice,Sylhet,37897.0,31155.0,0.0,82.21,31155.0,1433.0,44637.0,447
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops Due to Flood Excessive Rainfall & Rush of Water in the Month of August to September 2024-25,Aus,Aus rice,Bangladesh,848967.0,38147.0,22721.0,5.09,43208.0,1355.0,58567.0,447
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops Due to Flood Excessive Rainfall & Rush of Water in the Month of August to September 2024-25,Aman(Local+HYV+Hybrid),Aman rice,Noakhali,124204.0,22442.0,58203.0,44.01,54656.0,1616.0,88349.0,447
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops Due to Flood Excessive Rainfall & Rush of Water in the Month of August to September 2024-25,Aman(Local+HYV+Hybrid),Aman rice,Chittagong,158654.0,23496.0,19310.0,17.3,27440.0,1872.0,51377.0,447
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops Due to Flood Excessive Rainfall & Rush of Water in the Month of August to September 2024-25,Aman(Local+HYV+Hybrid),Aman rice,Brahamanbaria,15788.0,8612.0,0.0,54.55,8612.0,2170.0,18687.0,447
