region,upazila,area_ha,annual_crop_ha,single_cropped_ha,double_cropped_ha,triple_cropped_ha,quadruple_cropped_ha,other_ha,net_cropped_ha,cropping_intensity_pct,source,adm3_name,district,lat,lon
Dhaka,Mirzapur,37400.0,740.0,3035.0,17740.0,5220.0,0.0,155.0,26890.0,205.0,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Mirzapur,Tangail,24.1159,90.1072
Dhaka,Nagarpur,26720.0,560.0,70.0,14280.0,6400.0,0.0,150.0,21460.0,227.0,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Nagarpur,Tangail,24.0477,89.8742
Dhaka,Shakhipur,43000.0,1500.0,500.0,15300.0,4535.0,0.0,115.0,21950.0,212.0,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Sakhipur,Tangail,24.3066,90.1728
Dhaka,Tangail sadar,30197.0,680.0,2980.0,11070.0,5150.0,50.0,150.0,20080.0,208.0,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Tangail Sadar,Tangail,24.2564,89.8661
Dinajpur,Birampur,21283.0,50.0,200.0,14450.0,2760.0,0.0,140.0,17600.0,214.0,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Systems in Dinajpur Region', doi:10.3329/brj.v21i2.38202",Birampur,Dinajpur,25.3791,88.9637
Dinajpur,Birganj,41312.0,300.0,0.0,17510.0,13110.0,0.0,130.0,31050.0,241.0,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Systems in Dinajpur Region', doi:10.3329/brj.v21i2.38202",Birganj,Dinajpur,25.9279,88.6266
Dinajpur,Biral,35358.0,120.0,150.0,15700.0,14060.0,0.0,190.0,30220.0,246.0,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Systems in Dinajpur Region', doi:10.3329/brj.v21i2.38202",Biral,Dinajpur,25.6467,88.5477
Dinajpur,Bochaganj,22489.0,530.0,40.0,11730.0,7450.0,200.0,180.0,20130.0,236.0,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Systems in Dinajpur Region', doi:10.3329/brj.v21i2.38202",Bochaganj,Dinajpur,25.7857,88.4535
Dinajpur,Chirirbandar,31285.0,360.0,0.0,18370.0,4910.0,0.0,120.0,23760.0,219.0,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Systems in Dinajpur Region', doi:10.3329/brj.v21i2.38202",Chirirbandar,Dinajpur,25.6654,88.7865
Dinajpur,Dinajpur,35447.0,1200.0,0.0,14590.0,11510.0,0.0,150.0,27450.0,238.0,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Systems in Dinajpur Region', doi:10.3329/brj.v21i2.38202",Dinajpur Sadar,Dinajpur,25.6081,88.6774
Dinajpur,Phulbari,22851.0,50.0,20.0,13800.0,4730.0,0.0,150.0,18750.0,225.0,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Systems in Dinajpur Region', doi:10.3329/brj.v21i2.38202",Phulbari,Kurigram,25.9481,89.5713
Dinajpur,Ghoraghat,14874.0,65.0,50.0,10245.0,1490.0,0.0,110.0,11960.0,212.0,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Systems in Dinajpur Region', doi:10.3329/brj.v21i2.38202",Ghoraghat,Dinajpur,25.2844,89.2143
Dinajpur,Hakimpur,9993.0,30.0,0.0,6110.0,2015.0,10.0,115.0,8280.0,225.0,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Systems in Dinajpur Region', doi:10.3329/brj.v21i2.38202",Hakimpur,Dinajpur,25.2921,89.062
Dinajpur,Kaharol,20555.0,600.0,0.0,13400.0,3800.0,0.0,100.0,17900.0,218.0,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Systems in Dinajpur Region', doi:10.3329/brj.v21i2.38202",Kaharole,Dinajpur,25.8009,88.5988
Dinajpur,Khansama,17972.0,320.0,150.0,6710.0,7915.0,0.0,125.0,15220.0,249.0,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Systems in Dinajpur Region', doi:10.3329/brj.v21i2.38202",Khansama,Dinajpur,25.8698,88.7652
Dinajpur,Nawabganj,31754.0,360.0,190.0,22450.0,2800.0,0.0,160.0,25960.0,209.0,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Systems in Dinajpur Region', doi:10.3329/brj.v21i2.38202",Nawabganj,Dhaka,23.6735,90.1608
Dinajpur,Parbatipur,39510.0,160.0,0.0,23440.0,4800.0,0.0,160.0,28560.0,216.0,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Systems in Dinajpur Region', doi:10.3329/brj.v21i2.38202",Parbatipur,Dinajpur,25.6188,88.9256
Dinajpur,Atwari,21002.0,400.0,30.0,11680.0,4070.0,0.0,120.0,16300.0,222.0,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Systems in Dinajpur Region', doi:10.3329/brj.v21i2.38202",Atwari,Panchagarh,26.2496,88.4264
Dinajpur,Boda,34998.0,340.0,250.0,20750.0,1980.0,0.0,120.0,23440.0,206.0,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Systems in Dinajpur Region', doi:10.3329/brj.v21i2.38202",Boda,Panchagarh,26.2306,88.6127
Dinajpur,Debiganj,30905.0,690.0,1450.0,14690.0,7210.0,0.0,150.0,24190.0,221.0,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Systems in Dinajpur Region', doi:10.3329/brj.v21i2.38202",Debiganj,Panchagarh,26.1321,88.7194
Dinajpur,Panchagarh,33844.0,640.0,1950.0,18360.0,3420.0,0.0,170.0,24540.0,203.0,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Systems in Dinajpur Region', doi:10.3329/brj.v21i2.38202",Panchagarh Sadar,Panchagarh,26.3674,88.5818
Dinajpur,Tetulia,18909.0,240.0,450.0,6720.0,6180.0,0.0,150.0,13740.0,240.0,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Systems in Dinajpur Region', doi:10.3329/brj.v21i2.38202",Tentulia,Panchagarh,26.5134,88.4298
Dinajpur,Baliadangi,28425.0,80.0,1100.0,11120.0,11250.0,0.0,130.0,23680.0,243.0,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Systems in Dinajpur Region', doi:10.3329/brj.v21i2.38202",Baliadangi,Thakurgaon,26.1085,88.2637
Dinajpur,Haripur,20115.0,160.0,240.0,8470.0,8680.0,0.0,110.0,17660.0,247.0,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Systems in Dinajpur Region', doi:10.3329/brj.v21i2.38202",Haripur,Thakurgaon,25.8785,88.1549
Dinajpur,Pirganj,35414.0,550.0,300.0,19470.0,9190.0,0.0,140.0,29650.0,228.0,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Systems in Dinajpur Region', doi:10.3329/brj.v21i2.38202",Pirganj,Rangpur,25.4237,89.2743
Dinajpur,Ranisonkail,28748.0,300.0,30.0,12270.0,11450.0,0.0,150.0,24200.0,246.0,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Systems in Dinajpur Region', doi:10.3329/brj.v21i2.38202",Ranisankail,Thakurgaon,25.9401,88.2458
Dinajpur,Thakurgaon,68375.0,1700.0,40.0,29030.0,22320.0,0.0,110.0,53200.0,239.0,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Systems in Dinajpur Region', doi:10.3329/brj.v21i2.38202",Thakurgaon Sadar,Thakurgaon,26.0707,88.4644
Faridpur,Alfadanga,12803.0,90.0,700.0,7310.0,1300.0,0.0,140.0,9540.0,205.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Alfadanga,Faridpur,23.2968,89.6699
Faridpur,Bhanga,21640.0,200.0,850.0,8760.0,4480.0,0.0,110.0,14400.0,224.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Bhanga,Faridpur,23.3867,90.0098
Faridpur,Boalmari,27203.0,900.0,0.0,12360.0,8100.0,0.0,140.0,21500.0,234.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Boalmari,Faridpur,23.4045,89.6971
Faridpur,Charbhadrasan,17377.0,200.0,1460.0,6250.0,260.0,0.0,130.0,8300.0,183.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Char Bhadrasan,Faridpur,23.5926,89.978
Faridpur,Faridpur sadar,39623.0,900.0,2620.0,13300.0,7330.0,0.0,150.0,24300.0,216.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Faridpur Sadar,Faridpur,23.6048,89.8165
Faridpur,Madhukhali,23018.0,2000.0,845.0,4265.0,8890.0,0.0,100.0,16100.0,237.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Madhukhali,Faridpur,23.5409,89.612
Faridpur,Nagarkanda,19314.0,390.0,1700.0,7600.0,3970.0,0.0,130.0,13790.0,214.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Nagarkanda,Faridpur,23.4373,89.8944
Faridpur,Sadarpur,28579.0,890.0,100.0,11920.0,6390.0,0.0,140.0,19440.0,228.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Sadarpur,Faridpur,23.4959,90.0526
Faridpur,Saltha,18512.0,20.0,255.0,4225.0,8030.0,0.0,90.0,12620.0,262.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Saltha,Faridpur,23.42,89.7997
Faridpur,Gopalganj sadar,41375.0,1300.0,17650.0,7460.0,3960.0,0.0,130.0,30500.0,151.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Gopalganj Sadar,Gopalganj,23.0604,89.8489
Faridpur,Kasiani,28600.0,300.0,11000.0,8010.0,1500.0,0.0,190.0,21000.0,153.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Kashiani,Gopalganj,23.1907,89.7963
Faridpur,Kotalipara,36793.0,50.0,24050.0,3330.0,120.0,0.0,150.0,27700.0,113.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Kotali Para,Gopalganj,23.0111,90.0207
Faridpur,Muksudpur,30850.0,100.0,7000.0,12640.0,3390.0,0.0,120.0,23250.0,184.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Muksudpur,Gopalganj,23.2667,89.9144
Faridpur,Tungipara,12724.0,40.0,8500.0,1335.0,695.0,0.0,120.0,10690.0,126.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Tungi Para,Gopalganj,22.9256,89.9045
Faridpur,Kalkini,28011.0,490.0,8100.0,7330.0,4400.0,0.0,170.0,20490.0,179.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Kalkini,Madaripur,23.0709,90.2481
Faridpur,Madaripur sadar,31382.0,410.0,0.0,15670.0,5550.0,0.0,130.0,21760.0,224.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Madaripur Sadar,Madaripur,23.1938,90.175
Faridpur,Rajoir,23108.0,130.0,2800.0,11590.0,3070.0,0.0,140.0,17730.0,201.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Rajoir,Madaripur,23.2013,90.037
Faridpur,Shibchar,33288.0,10.0,5200.0,10300.0,7750.0,0.0,150.0,23410.0,211.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Shib Char,Madaripur,23.3754,90.1742
Faridpur,Baliakandi,22900.0,450.0,720.0,5780.0,8420.0,0.0,180.0,15550.0,247.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Balia Kandi,Rajbari,23.6497,89.5507
Faridpur,Goalanda,14987.0,10.0,550.0,7410.0,1000.0,0.0,140.0,9110.0,205.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Goalandaghat,Rajbari,23.7564,89.7661
Faridpur,Kalukhali,17066.0,300.0,1500.0,4870.0,5570.0,0.0,160.0,12400.0,231.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Kalukhali,Rajbari,23.741,89.4743
Faridpur,Pangsa,24902.0,1050.0,700.0,6190.0,9400.0,0.0,110.0,17450.0,244.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Pangsha,Rajbari,23.7878,89.3869
Faridpur,Rajbari sadar,31300.0,550.0,3200.0,7550.0,10000.0,0.0,150.0,21450.0,229.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Rajbari Sadar,Rajbari,23.7175,89.6542
Faridpur,Bhedarganj,26728.0,70.0,3290.0,12790.0,1770.0,0.0,150.0,18070.0,191.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Bhedarganj,Shariatpur,23.2114,90.51
Faridpur,Damudya,9176.0,160.0,3800.0,1450.0,1430.0,0.0,120.0,6960.0,163.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Damudya,Shariatpur,23.1368,90.4217
Faridpur,Goshairhat,16867.0,670.0,4600.0,5190.0,2110.0,0.0,150.0,12720.0,175.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Gosairhat,Shariatpur,23.0796,90.447
Faridpur,Naria,23206.0,120.0,6650.0,4910.0,1130.0,0.0,110.0,12920.0,156.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Naria,Shariatpur,23.3046,90.4273
Faridpur,Shariatpur sadar,17508.0,160.0,4200.0,8345.0,235.0,0.0,120.0,13060.0,168.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Shariatpur Sadar,Shariatpur,23.2161,90.3159
Faridpur,Janjira,25274.0,80.0,645.0,12855.0,575.0,0.0,125.0,14280.0,199.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Zanjira,Shariatpur,23.3655,90.3183
Jessore,Jessore sadar,43298.0,460.0,80.0,19790.0,10520.0,100.0,160.0,31110.0,233.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Crops and Cropping Systems in Jessore Region', doi:10.3329/brj.v21i2.38206",,,,
Jessore,Keshabpur,25903.0,990.0,6000.0,8300.0,4560.0,0.0,190.0,20040.0,188.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Crops and Cropping Systems in Jessore Region', doi:10.3329/brj.v21i2.38206",Keshabpur,Jessore,22.8801,89.2318
Jessore,Manirampur,44499.0,570.0,2500.0,15800.0,16200.0,1000.0,100.0,36170.0,242.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Crops and Cropping Systems in Jessore Region', doi:10.3329/brj.v21i2.38206",Manirampur,Jessore,23.0062,89.2202
Jessore,Abhaynagar,24719.0,590.0,8100.0,4010.0,3200.0,200.0,190.0,16290.0,168.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Crops and Cropping Systems in Jessore Region', doi:10.3329/brj.v21i2.38206",Abhaynagar,Jessore,23.0177,89.4204
Jessore,Jhikargachha,30809.0,320.0,100.0,14450.0,8550.0,0.0,150.0,23570.0,235.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Crops and Cropping Systems in Jessore Region', doi:10.3329/brj.v21i2.38206",Jhikargachha,Jessore,23.0688,89.0542
Jessore,Sarsha,33642.0,180.0,700.0,14650.0,8900.0,1200.0,150.0,25780.0,241.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Crops and Cropping Systems in Jessore Region', doi:10.3329/brj.v21i2.38206",Sharsha,Jessore,23.0449,88.9407
Jessore,Bagherpara,27096.0,350.0,660.0,10320.0,7410.0,80.0,130.0,18950.0,235.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Crops and Cropping Systems in Jessore Region', doi:10.3329/brj.v21i2.38206",Bagher Para,Jessore,23.2424,89.3355
Jessore,Chougachha,26919.0,560.0,1300.0,10420.0,5320.0,300.0,160.0,18060.0,223.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Crops and Cropping Systems in Jessore Region', doi:10.3329/brj.v21i2.38206",Chaugachha,Jessore,23.2634,89.0218
Jessore,Kushtia sadar,31857.0,1890.0,230.0,11640.0,8760.0,400.0,170.0,23090.0,232.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Crops and Cropping Systems in Jessore Region', doi:10.3329/brj.v21i2.38206",Kushtia Sadar,Kushtia,23.8223,89.0896
Jessore,Mirpur,30454.0,690.0,1110.0,5120.0,16350.0,200.0,120.0,23590.0,264.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Crops and Cropping Systems in Jessore Region', doi:10.3329/brj.v21i2.38206",Mirpur,Dhaka,23.7942,90.3618
Jessore,Kumarkhali,25837.0,700.0,710.0,8850.0,6660.0,0.0,180.0,17100.0,231.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Crops and Cropping Systems in Jessore Region', doi:10.3329/brj.v21i2.38206",Kumarkhali,Kushtia,23.8567,89.2096
Jessore,Khoksa,10376.0,1020.0,0.0,2530.0,4030.0,0.0,140.0,7720.0,240.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Crops and Cropping Systems in Jessore Region', doi:10.3329/brj.v21i2.38206",Khoksa,Kushtia,23.8089,89.2998
Jessore,Daulatpur,48228.0,1330.0,750.0,17590.0,14400.0,0.0,160.0,34230.0,236.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Crops and Cropping Systems in Jessore Region', doi:10.3329/brj.v21i2.38206",Daulatpur,Manikganj,23.9558,89.7977
Jessore,Bheramara,15370.0,1650.0,460.0,2530.0,4210.0,100.0,100.0,9050.0,226.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Crops and Cropping Systems in Jessore Region', doi:10.3329/brj.v21i2.38206",Bheramara,Kushtia,24.0568,88.9815
Jessore,Magura sadar,40130.0,590.0,680.0,11680.0,15480.0,0.0,160.0,28590.0,250.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Crops and Cropping Systems in Jessore Region', doi:10.3329/brj.v21i2.38206",Magura Sadar,Magura,23.4519,89.4131
Jessore,Sreepur,17719.0,720.0,170.0,2200.0,10730.0,0.0,200.0,14020.0,271.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Crops and Cropping Systems in Jessore Region', doi:10.3329/brj.v21i2.38206",Sreepur,Gazipur,24.2052,90.4431
Jessore,Shalikha,22864.0,120.0,0.0,9000.0,8120.0,0.0,130.0,17370.0,246.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Crops and Cropping Systems in Jessore Region', doi:10.3329/brj.v21i2.38206",Shalikha,Magura,23.3481,89.3585
Jessore,Mohammadpur,22930.0,230.0,1730.0,5310.0,8400.0,0.0,160.0,15830.0,241.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Crops and Cropping Systems in Jessore Region', doi:10.3329/brj.v21i2.38206",Mohammadpur,Dhaka,23.7586,90.3565
Jessore,Meherpur sadar,26152.0,1060.0,40.0,10300.0,9910.0,0.0,150.0,21460.0,241.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Crops and Cropping Systems in Jessore Region', doi:10.3329/brj.v21i2.38206",Meherpur Sadar,Meherpur,23.7661,88.6611
Jessore,Gangni,33932.0,620.0,0.0,12000.0,11090.0,0.0,110.0,23820.0,244.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Crops and Cropping Systems in Jessore Region', doi:10.3329/brj.v21i2.38206",Gangni,Meherpur,23.8576,88.771
Jessore,Mujibnagar,11354.0,660.0,600.0,4600.0,2830.0,0.0,120.0,8810.0,218.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Crops and Cropping Systems in Jessore Region', doi:10.3329/brj.v21i2.38206",Mujib Nagar,Meherpur,23.6683,88.6213
Jessore,Narail sadar,37226.0,600.0,5000.0,17410.0,5090.0,0.0,100.0,28200.0,198.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Crops and Cropping Systems in Jessore Region', doi:10.3329/brj.v21i2.38206",Narail Sadar,Narail,23.1546,89.4948
Jessore,Lohagara,28485.0,370.0,1450.0,13020.0,7090.0,0.0,140.0,22070.0,224.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Crops and Cropping Systems in Jessore Region', doi:10.3329/brj.v21i2.38206",Lohagara,Chittagong,21.9862,92.111
Jessore,Kalia,30177.0,700.0,0.0,19900.0,2930.0,0.0,170.0,23700.0,209.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Crops and Cropping Systems in Jessore Region', doi:10.3329/brj.v21i2.38206",Kalia,Narail,23.028,89.644
Jessore,Jhenaidaha sadar,46775.0,1620.0,350.0,15500.0,9200.0,0.0,150.0,26820.0,227.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Crops and Cropping Systems in Jessore Region', doi:10.3329/brj.v21i2.38206",Jhenaidah Sadar,Jhenaidah,23.5165,89.1577
Jessore,Shailkupa,37345.0,1980.0,3000.0,8900.0,15380.0,700.0,120.0,30080.0,239.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Crops and Cropping Systems in Jessore Region', doi:10.3329/brj.v21i2.38206",Shailkupa,Jhenaidah,23.6634,89.2422
Jessore,Kotchandpur,16095.0,1090.0,1040.0,7550.0,2780.0,0.0,130.0,12590.0,205.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Crops and Cropping Systems in Jessore Region', doi:10.3329/brj.v21i2.38206",Kotchandpur,Jhenaidah,23.4479,88.9987
Jessore,Moheshpur,41903.0,1310.0,1970.0,21360.0,9020.0,0.0,150.0,33810.0,217.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Crops and Cropping Systems in Jessore Region', doi:10.3329/brj.v21i2.38206",Maheshpur,Jhenaidah,23.3197,88.8578
Jessore,Harinakundu,22723.0,2330.0,0.0,8920.0,3340.0,0.0,140.0,14730.0,207.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Crops and Cropping Systems in Jessore Region', doi:10.3329/brj.v21i2.38206",Harinakunda,Jhenaidah,23.6428,89.0766
Jessore,Kaliganj,31114.0,1820.0,430.0,11360.0,8060.0,0.0,150.0,21820.0,227.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Crops and Cropping Systems in Jessore Region', doi:10.3329/brj.v21i2.38206",Kaliganj,Gazipur,23.9642,90.5549
Jessore,Chuadnga sadar,29855.0,990.0,20.0,15130.0,4230.0,0.0,120.0,20490.0,216.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Crops and Cropping Systems in Jessore Region', doi:10.3329/brj.v21i2.38206",Chuadanga Sadar,Chuadanga,23.5886,88.8846
Jessore,Alamdanga,36528.0,1670.0,2200.0,20000.0,5450.0,350.0,100.0,29770.0,208.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Crops and Cropping Systems in Jessore Region', doi:10.3329/brj.v21i2.38206",Alamdanga,Chuadanga,23.7293,88.9081
Jessore,Jibannagar,19933.0,100.0,0.0,6500.0,8450.0,0.0,150.0,15200.0,255.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Crops and Cropping Systems in Jessore Region', doi:10.3329/brj.v21i2.38206",Jiban Nagar,Chuadanga,23.4411,88.8491
Jessore,Damurhuda,30344.0,640.0,0.0,14250.0,7980.0,0.0,120.0,22990.0,232.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Crops and Cropping Systems in Jessore Region', doi:10.3329/brj.v21i2.38206",Damurhuda,Chuadanga,23.5931,88.7404
Khulna,Bagerhat sadar,31356.0,750.0,6700.0,6330.0,2680.0,0.0,190.0,16650.0,171.0,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Systems and their Diversity in Khulna Region', doi:10.3329/brj.v21i2.38207",Bagerhat Sadar,Bagerhat,22.6775,89.7632
Khulna,Chitalmari,19206.0,20.0,1010.0,11340.0,990.0,0.0,160.0,13520.0,200.0,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Systems and their Diversity in Khulna Region', doi:10.3329/brj.v21i2.38207",Chitalmari,Bagerhat,22.8123,89.8653
Khulna,Fakirhat,15890.0,500.0,3100.0,4380.0,710.0,0.0,110.0,8800.0,167.0,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Systems and their Diversity in Khulna Region', doi:10.3329/brj.v21i2.38207",Fakirhat,Bagerhat,22.7425,89.6657
Khulna,Kachua,12351.0,430.0,1700.0,6040.0,810.0,0.0,150.0,9130.0,185.0,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Systems and their Diversity in Khulna Region', doi:10.3329/brj.v21i2.38207",Kachua,Chandpur,23.3627,90.8817
Khulna,Mollahat,17682.0,870.0,4300.0,9540.0,1310.0,0.0,150.0,16170.0,176.0,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Systems and their Diversity in Khulna Region', doi:10.3329/brj.v21i2.38207",Mollahat,Bagerhat,22.8827,89.7733
Khulna,Mongla,18242.0,0.0,2570.0,80.0,0.0,0.0,50.0,2700.0,103.0,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Systems and their Diversity in Khulna Region', doi:10.3329/brj.v21i2.38207",Mongla,Bagerhat,22.3313,89.6749
