item,year,Area harvested,Production,Stocks,Yield
Sweet potatoes,1981,67907.0,704377.0,,10372.7
Sweet potatoes,1982,66225.0,691527.0,,10442.1
Sweet potatoes,1983,66070.0,713555.0,,10800.0
Sweet potatoes,1984,65266.0,713033.0,,10925.0
Sweet potatoes,1985,61485.0,682600.0,,11101.9
Sweet potatoes,1986,55840.0,611980.0,,10959.5
Sweet potatoes,1987,51560.0,548155.0,,10631.4
Sweet potatoes,1988,51040.0,557545.0,,10923.7
Sweet potatoes,1989,52203.0,543920.0,,10419.3
Sweet potatoes,1990,52045.0,511687.0,,9831.6
Sweet potatoes,1991,50024.0,482635.0,,9648.1
Sweet potatoes,1992,48736.0,470190.0,,9647.7
Sweet potatoes,1993,45296.0,433545.0,,9571.4
Sweet potatoes,1994,44765.0,426935.0,,9537.3
Sweet potatoes,1995,45700.0,435000.0,,9518.6
Sweet potatoes,1996,45285.0,435105.0,,9608.1
Sweet potatoes,1997,43203.0,405875.0,,9394.6
Sweet potatoes,1998,41712.0,397620.0,,9532.5
Sweet potatoes,1999,41278.0,383000.0,,9278.6
Sweet potatoes,2000,40874.0,378000.0,,9247.9
Sweet potatoes,2001,39271.0,357000.0,,9090.7
Sweet potatoes,2002,38056.0,346000.0,,9091.9
Sweet potatoes,2003,36773.0,332030.0,,9029.2
Sweet potatoes,2004,35826.0,320495.0,,8945.9
Sweet potatoes,2005,35110.0,311440.0,,8870.4
Sweet potatoes,2006,34092.0,307695.0,,9025.4
Sweet potatoes,2007,33609.0,304090.0,,9047.9
Sweet potatoes,2008,31578.0,307221.0,,9729.0
Sweet potatoes,2009,31697.0,305025.0,,9623.2
Sweet potatoes,2010,31071.0,306633.0,,9868.8
Sweet potatoes,2011,30373.0,297539.0,,9796.2
Sweet potatoes,2012,24567.0,252891.0,,10293.9
Sweet potatoes,2013,27108.0,263000.0,,9701.9
Sweet potatoes,2014,25890.0,259472.0,,10022.1
Sweet potatoes,2015,25260.0,254633.0,,10080.5
Sweet potatoes,2016,24886.0,259372.0,,10422.4
Sweet potatoes,2017,25750.0,262702.0,,10202.0
Sweet potatoes,2018,23975.0,246816.0,,10294.7
Sweet potatoes,2019,23014.0,235881.0,,10249.5
Sweet potatoes,2020,24543.0,245719.0,,10011.8
Sweet potatoes,2021,26517.0,279801.0,,10551.8
Sweet potatoes,2022,28940.0,303710.0,,10494.5
Sweet potatoes,2023,28951.0,303717.0,,10490.7
Sweet potatoes,2024,27953.0,302073.0,,10806.5
Wheat,1961,56657.0,32512.0,,573.8
Wheat,1962,58680.0,39624.0,,675.3
Wheat,1963,73654.0,44704.0,,606.9
Wheat,1964,57466.0,34544.0,,601.1
Wheat,1965,53419.0,34544.0,,646.7
Wheat,1966,55000.0,35600.0,,647.3
Wheat,1967,68000.0,53900.0,,792.6
Wheat,1968,77700.0,58900.0,,758.0
Wheat,1969,117400.0,93500.0,,796.4
Wheat,1970,119800.0,104700.0,,874.0
Wheat,1971,125900.0,111800.0,,888.0
Wheat,1972,127259.0,115012.0,,903.8
Wheat,1973,120132.0,90963.0,,757.2
Wheat,1974,123437.0,110929.0,,898.7
Wheat,1975,126037.0,116714.0,,926.0
Wheat,1976,150102.0,218174.0,,1453.5
Wheat,1977,160047.0,259456.0,,1621.1
Wheat,1978,188938.0,347997.0,,1841.9
Wheat,1979,264753.0,494031.0,,1866.0
Wheat,1980,433221.0,822706.0,,1899.0
Wheat,1981,591216.0,1092513.0,,1847.9
Wheat,1982,534068.0,967389.0,,1811.4
Wheat,1983,519385.0,1095370.0,,2109.0
Wheat,1984,526097.0,1211132.0,,2302.1
Wheat,1985,676125.0,1463630.0,,2164.7
Wheat,1986,540310.0,1041825.0,,1928.2
Wheat,1987,584766.0,1090990.0,,1865.7
Wheat,1988,597422.0,1048015.0,,1754.2
Wheat,1989,560096.0,1021950.0,,1824.6
Wheat,1990,592000.0,890000.0,,1503.4
Wheat,1991,598955.0,1004290.0,,1676.7
Wheat,1992,574650.0,1065050.0,,1853.4
Wheat,1993,636947.0,1175630.0,,1845.7
Wheat,1994,615000.0,1131000.0,,1839.0
Wheat,1995,639000.0,1244990.0,,1948.3
Wheat,1996,701000.0,1369130.0,,1953.1
Wheat,1997,707802.0,1454100.0,,2054.4
Wheat,1998,804523.0,1802815.0,,2240.8
Wheat,1999,882224.0,1908000.0,,2162.7
Wheat,2000,832447.0,1840000.0,,2210.4
Wheat,2001,773000.0,1673000.0,,2164.3
Wheat,2002,742000.0,1606000.0,,2164.4
Wheat,2003,706475.0,1506710.0,,2132.7
Wheat,2004,641875.0,1253380.0,,1952.7
Wheat,2005,558413.0,975985.0,,1747.8
Wheat,2006,479000.0,735000.0,,1534.4
Wheat,2007,399000.0,737000.0,,1847.1
Wheat,2008,388000.0,844000.0,,2175.3
Wheat,2009,394612.0,849046.0,,2151.6
Wheat,2010,376256.0,901490.0,,2395.9
Wheat,2011,373708.0,972085.0,,2601.2
Wheat,2012,358181.0,995356.0,,2778.9
Wheat,2013,416416.0,1255000.0,,3013.8
Wheat,2014,429770.0,1303000.0,,3031.9
Wheat,2015,436814.0,1348000.0,,3086.0
Wheat,2016,444805.0,1348186.0,,3031.0
Wheat,2017,415339.0,1311473.0,,3157.6
Wheat,2018,351213.0,1099373.0,,3130.2
Wheat,2019,330348.0,1016811.0,,3078.0
Wheat,2020,332254.0,1029000.0,,3097.0
Wheat,2021,328938.0,1085368.0,,3299.6
Wheat,2022,314738.0,1085834.0,,3450.0
Wheat,2023,316832.0,1107195.0,,3494.6
Wheat,2024,311677.0,1172242.0,,3761.1
