crop,variety,alias,release_year,duration_days_min,duration_days_max,yield_t_ha_min,yield_t_ha_max,plant_height_cm,oil_pct,drought_tolerant,salt_tolerant,heat_tolerant,waterlogging_tolerant,cold_tolerant,fits_after_aman,short_duration,bijoy_name,description_bijoy,source
Lentil,BARI Lentil-1,,1991.0,105.0,110.0,1.7,1.8,,,False,False,False,False,False,False,False,evwi gmyi-1,evwi gmyi-1 RvZ cvebv GjvKvi msM„nxZ Rvg©cøvRg †_‡K D™¢veb Kiv n‡q‡Q| 1991 mv‡j K…lK ch©v‡q Avev‡`i Rb¨ RvZxq exR †evW© KZ©„K G RvZwU Aby‡gv`b jvf K‡i| Mv‡Qi AvK…wZ ga¨g Ges DcwifvM jZv‡bv nq bv I WMv †ek m‡ZR| Mv‡Qi cvZv Mvp meyR| KvÐ nvjKv meyR| dz‡ji is mv`v| nvRvi ex‡Ri IRb 15-16 MÖvg| Wvj ivbœv nIqvi mgqKvj 10-12 wgwbU| Avwg‡li cwigvY 26-28%| G Rv‡Zi RxebKvj 105-110 w`b| †n±icÖwZ djb 1700-1800 †KwR|,"BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
Lentil,BARI Lentil-2,,1993.0,105.0,110.0,1.5,1.7,,,False,False,False,False,False,False,False,evwi gmyi-2,"BKvWv© (ICARDA) †_‡K 1984 mv‡j G jvBbwU evsjv‡`‡k Avbv nq| G jvBbwU wewfbœ GjvKvq cÖv_wgK, AMÖeZ©x I cieZx©‡Z eû¯’vwbK cixÿvi ci 1993 mv‡j mviv ‡`‡k Avev‡`i Rb¨ RvZwU Aegy³ Kiv nq| Mv‡Qi AvKvi ga¨g I Mv‡Qi DcwifvM mvgvb¨ jZv‡bv nq| cvZvq miæ AvKl©x _v‡K| Mv‡Qi cvZv Mvp meyR| KvÐ nvjKv meyR I dzj mv`v| nvRvi ex‡Ri IRb 12-13 MÖvg| ivbœv nIqvi mgqKvj 14-16 wgwbU| Avwg‡li cwigvY 27-29%| RvZwUi RxebKvj 105-110 w`b| †n±icÖwZ djb 1500-1700 †KwR|","BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
Lentil,BARI Lentil-3,,1996.0,100.0,105.0,1.5,1.7,,,False,False,False,False,False,False,False,evwi gmyi-3,evwigmyi-3 RvZwU GKwU msKi RvZ| GKwU ¯’vbxq RvZ Ges AMÖeZ©x jvB‡bi (weGjG· 79666) mv‡_ 1985 mv‡j msKivqY Kiv nq| cieZ©x‡Z eû¯’vwbK djb cixÿvi gva¨‡g evQvBK…Z G RvZwU 1996 mv‡j K…lK ch©v‡q evwYwR¨Kfv‡e Pvlvev‡`i Rb¨ Aby‡gv`b Kiv nq| Kv‡Ð wcM‡g‡›Ukb we`¨gvb| cvZvi is meyR| ex‡Ri is a~mi Ges ex‡R †QvU ‡QvU Kvj‡P `vM Av‡Q| ex‡Ri AvKvi ¯’vbxq RvZ A‡cÿv eo| nvRvi ex‡Ri IRb 22-25 MÖvg| Wvj ivbœv nIqvi mgqKvj 10-12 wgwbU| Avwg‡li cwigvY 24-26%| RxebKvj 100-105 w`b| djb †n±icÖwZ 1500-1700 †KwR|,"BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
Lentil,BARI Lentil-4,,1996.0,,,1.6,1.7,,,False,False,False,False,False,False,False,evwi gmyi-4,evwi gmyi-4 RvZwU 1985 mv‡j evwi gmyi-1 Ges BKvWv© †_‡K cÖvß Rv‡Zi mv‡_ msKivqY K‡i 1987 mv‡j evsjv‡`‡ki gvwU I AvenvIqv‡Z cixÿv Kiv nq| cieZx©‡Z djb I Ab¨vb¨ ¸Yvejx we‡ePbv K‡i G jvBbwU (AvBGjG· 87247) m‡šÍvlRbK nIqvq DbœZ RvZ wn‡m‡e Pvlvev‡`i Rb¨ 1996 mv‡j Aegy³ Kiv nq| Mv‡Qi is nvjKv meyR| cÎdjK AvKv‡i eo Ges cvZvi kx‡l© AvKlx© Av‡Q| dz‡ji is †e¸wb| ex‡Ri AvKvi ¯’vbxq RvZ n‡Z eo I †PÞv ai‡bi| ex‡Ri is jvj‡P ev`vwg| nvRvi ex‡Ri IRb 20-21 MÖvg| G RvZwU gwiPv I †÷gdvBwjqvg eøvBU †ivM mnbkxj| Wvj ivbœv nIqvi mgqKvj 11-13 wgwbU| Avwg‡li cwigvY 24-26%| djb †n±icÖwZ 1600-1700 †KwR|,"BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
Lentil,BARI Lentil-5,,2006.0,110.0,115.0,2.1,2.2,38.0,,False,False,False,False,False,False,True,evwi gmyi-5,"BKvWv©, wmwiqv n‡Z msKivwqZ jvBb †_‡K cÖvß GX-3 ccy‡jkb evsjv‡`‡ki gvwU I AvenvIqv‡Z cixÿv Kiv nq| cieZ©x‡Z djb I Ab¨vb¨ ¸Yvejx †hgb †ivM cÖwZ‡iva ÿgZv, AvMvg cwic°Zv BZ¨vw` we‡ePbv K‡i 13wU jvBb evQvB Kiv nq| evQvBK…Z G mg¯Í jvBb¸‡jv‡K †`‡ki wfbœ gmyi Drcv`b GjvKvq cÖv_wgK, AMÖeZ©x I eû¯’vwbK djb cixÿv Kiv nq| K…l‡Ki Rwg‡Z G jvBbwU (X-95S-136) djb m‡šÍvlRbK we‡ewPZ nIqvq DbœZRvZ wn‡m‡e wbev©Pb Kiv nq| G jvBbwU 2006 mv‡j evwi gmyi-5 bv‡g RvZxq exR †evW© KZ©„K evwYwR¨Kfv‡e Pvlvev‡`i Rb¨ Aby‡gvw`Z nq| cvZv I Mv‡Qi is meyR, cvZvi AMÖfv‡M †QvU AvKv‡ii †UwÛªj _v‡K| Mv‡Qi aib †Svcv‡jv, Mv‡Qi D”PZv 38 †mwg Ges dz‡ji is nvjKv †e¸bx, exR ¯’vbxq RvZ n‡Z eo I †PÞv ai‡bi| ex‡Ri is jvj‡P ev`vgx cwic°Zvi mgq 110-115 w`b| †n±icÖwZ Mo djb 2100-2200 †KwR| G RvZwU gwiPv I †÷gdvBwjqvg eøvBU †ivM mnbkxj|","BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
Lentil,BARI Lentil-6,,2006.0,110.0,115.0,2.2,2.3,35.0,,False,False,False,False,False,False,True,evwi gmyi-6,"2000 mv‡j BKvW©v wmwiqv n‡Z msM„nxZ msKivwqZ jvBb †_‡K cÖvß Gd-3 ccy‡jkb evsjv‡`‡ki gvwU I AvenvIqv‡Z cixÿv Kiv nq| cÖv_wgKfv‡e 58 wU GKK MvQ wbev©Pb Kiv nq| ciZ©x‡Z djb I Ab¨vb¨ ¸Yvejx †hgb †ivM cÖwZ‡iva ÿgZv, AvMvg cwic°Zv BZ¨vw` we‡ePbv K‡i 11wU jvBb evQvB Kiv nq| evQvBK…Z G mg¯Í jvBb¸‡jv‡K †`‡ki wewfbœ gmyi Drcv`b GjvKvq cÖv_wgK, AMÖeZ©x I eû¯’vwbK djb cixÿv Kiv nq| K…l‡Ki Rwg‡Z G jvBbwUi [X-95S-167(5)] djb m‡šÍvlRbK, †ivM mnbkxj, D”P gvÎvq Avqib I wRsK mg„× Ges †`‡ki me©Î Avev` Dc‡hvMx we‡ewPZ nIqvq DbœZRvZ wn‡m‡e wbev©Pb Kiv nq| G jvBbwU 2006 mv‡j evwi gmyi-6 bv‡g RZxq exR †evW© KZ„©K evwYwR¨Kfv‡e Pvlvev‡`i Rb¨ Aby‡gvw`Z nq| cvZvi is Mvp meyR,cvZvi AMÖfv‡M †UwÛªj _v‡K bv| Mv‡Qi aib †Svcv‡jv,D”PZv 35-40 †mwg| dz‡ji is †e¸bx, exR AvKv‡i ¯’vbxq RvZ n‡Z A‡bK eo I †PÞv ai‡bi| ex‡Ri is Mvp ev`vgx, †n±icÖwZ djb 2200-2300 †KwR| cwic°Zvi mgq 110-115 w`b| G RvZwU gwiPv I †÷gdvBwjqvg eøvBU †ivM mnbkxj|","BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
Lentil,BARI Lentil-7,,,110.0,115.0,1.8,2.3,32.0,,False,False,False,False,False,False,False,evwi gmyi-7,"BKvWv©, wmwiqv n‡Z msM„nxZ msKivwqZ X95S-16(4) jvBb †_‡K cÖvß Gd-3 ccy‡jkb evsjv‡`‡ki gvwU I AvenvIqvq cixÿv Kiv nq Ges cieZ©x‡Z djb, †ivM cÖwZ‡iva ÿgZv I cwic°Zv we‡ePbv K‡i evwi gmyi-7 wn‡m‡e Aegyw³i Rb¨ wbe©vPb Kiv nq| RvZwU evsjv‡`‡ki mKj GjvKvq Pvlvev‡`i Dc‡hvMx we‡kl K‡i gmyi Drcv`b GjvKv †hgb-cvebv, h‡kvi, Kywóqv,dwi`cyi, ivRkvnx, gv¸iv, wSbvB`n Ges gv`vixcy‡i RvZwU AwaK Drcv`bÿg| me ai‡bi gvwU‡ZB RvZwU Pvl Kiv †h‡Z cv‡i| Z‡e mywb®‹vwkZ †e‡j †`vAuvk gvwU‡Z fvj R‡b¥| Rwg‡Z cvwb R‡g bv _vK‡j Kuv`v gvwU‡ZI wi‡j dmj wnmv‡e Gi Pvl Kiv †h‡Z cv‡i| Mv‡Qi D”PZv 32-38 †mwg| cÖwZ Mv‡Q cW msL¨v 55-60wU| ex‡Ri is jvj‡P ev`vgx I nvjKv Kv‡jv †duvUvhy³| 1000 ex‡Ri IRb 22-23 MÖvg| RxebKvj 110-115w`b| djb †n±icÖwZ 1800-2300 †KwR|","BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
Lentil,BARI Lentil-8,,2015.0,110.0,115.0,2.1,2.2,,,False,False,False,False,False,False,False,evwi gmyi-8,"†KŠwjK mvwi bs AvBGjGj-5888 Ges AvBGjGj-6002| BKviWv (ICARDA), wmwiqv‡Z D³ †KŠwjK mvwi¸‡jv msKivq‡Yi d‡j wRsK I Avqib mg„× GjAvi-9-25 jvBbwU D™¢vweZ nq| 2007 mvj n‡Z AvšÍ©RvwZK ms¯’v BKvW©v KZ©…K cÖvß GjAvi-9-25 jvBbwU evsjv‡`‡ki gvwU I AvenvIqv‡Z cixÿv Kiv nq| GB jvBbwU D”Pdjbkxj Ges gwiPv I †÷gdvBwjqvg eøvBU (cvZv Sjmv‡bv) †ivM mnbkxj Ges m‡ev©cwi †`wi‡Z ecb‡hvM¨ nIqvq cÖv_wgKfv‡e jvBbwU‡K wbe©vPb Kiv nq| evQvBK…Z H jvBbwU‡K cÖv_wgK, AMÖewZ©, AÂjwfwËK I K…l‡Ki gv‡V gyj¨vqb cixÿvi ci RvZ wnmv‡e P~ovšÍfv‡e wbe©vPb Kiv nq Ges 2015 mv‡j RvZxq exR †evW© evwYwR¨Kfv‡e Pvlvev‡`i Rb¨ Aby‡gv`b †`q| G RvZwUi cvZv I KvÐ nvjKv meyR Ges cvZvq nvjKv †UªwÛªjhy³| MvQ †Svcv‡jv AvK…wZi Ges dz‡ji is †e¸bx| Mv‡Qi †Mvovq L‡qix wcM‡g›U we`¨gvb| exR †MvjvKvi, a~mi I nvjKv Kv‡jv †dvUv hy³| ‡ógdvBwjqvg eøvBU (cvZv Sjmv‡bv) †ivM mnbkxj| Avwg‡li cwigvY 24.0 - 24.9 %| wRsK Gi cwigvY 60 wcwcGg| Avqib Gi cwigvY 80 wcwcGg| 1000 wU ex‡Ri IRb 19-22 MÖvg| RxebKvj 110-115 w`b| djb †n±icÖwZ 2100-2200 †KwR| bvwe‡Z ecb †hvM¨ (b‡f¤^‡ii †kl mßvn ch©šÍ)|","BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
Lentil,BARI Lentil-9,,,,,,,,,False,False,False,False,False,False,False,evwi gmyi-9,Wvj dmj 78 | K…wl cÖhyw³ nvZeB †Lmvixi wi‡j dm‡ji †ÿ‡Î mv‡ii †Zgb cÖ‡qvRb nq bv| GKK dm‡ji Rb¨ Abye©i Rwg‡Z †n±icÖwZ ‡kl Pv‡li mgq Dc‡iv³ nv‡i mvi e¨envi Ki‡Z n‡e| Z‡e Mv‡Qi e„w× Kg n‡j MvQ MRv‡bi 25-30 w`b ci Dfq †ÿ‡ÎB Dc‡iv³ gvÎvq BDwiqv mvi weKvj †ejvq Dcwi cÖ‡qvM Ki‡Z n‡e| dmj msMÖn: exR ec‡bi 114-130 w`b (RvZ ‡f‡` w`‡bi cwieZ©b nq) ci ev dvêyb (ga¨-†deªæqvwi †_‡K ga¨-gvP©) gv‡m dmj msMÖn Ki‡Z nq| †Lmvixi dj †c‡K MvQ ïwK‡q †M‡j MvQ¸‡jv‡K †K‡U k³ gvwU‡Z ev gvwUi Dc‡i cwjw_b wewQw‡q A_ev cvKv †g‡S‡Z Qwo‡q †i‡L ïKv‡Z n‡e| Zvici †iŠ‡`ªv¾j w`‡b jvwV w`‡q wcwU‡q A_ev hvwš¿K Dcv‡q gvovB Ki‡Z n‡e| SvovB Kivi Rb¨ Kzjv ev ˆe`y¨wZK cvLv e¨envi Kiv DËg| Ab¨vb¨ cwiPh©v,"BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
Maize,BARI Maize-17,,,,,,,,,False,False,False,False,False,False,False,"evwi nvBweªW 
fyÆv-17",2019 iwe Lwid 12.44 9.91 145 112 evwi †ewe KY©-1 2013 iwe 1.27-1.30 85-100,"BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
Mungbean,BARI Mungbean-2,KvwšÍ,1987.0,65.0,70.0,0.9,1.1,40.0,,False,False,False,False,False,False,False,evwi gyM-2,"Rvg©cøvRg msMÖ‡ni AvIZvq msM„nxZ Rvg©cøvRg †_‡K evwi gyM-2 ev KvwšÍ RvZwU evQvB Kiv nq| 1987 mv‡j G RvZwU K…lK ch©v‡q Pvlvev‡`i Rb¨ RvZxq exR †evW© KZ©„K Aby‡gv`b jvf K‡i| Mv‡Qi D”PZv 40-45 †mwg| ex‡Ri is meyR| ex‡Ri Z¡K gm„Y| nvRvi ex‡Ri IRb 30-32 Mªvg| evwi gy‡Mi KvwšÍ RvZ w`em wbi‡cÿ nIqvq Lwid-1, Lwid-2 Ges iwe †gŠmy‡g Pvl Kiv hvq| ivbœv nIqvi mgqKvj 15-18 wgwbU| Avwg‡li cwigvY 20-24%| RxebKvj 65-70 w`b| djb †n±icÖwZ 900-1100 †KwR| RvZwU cvZvq `vM I njy` †gvRvBK †ivM mnbkxj|","BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
Mungbean,BARI Mungbean-3,cÖMwZ,1996.0,60.0,65.0,1.0,1.1,50.0,,False,False,False,False,False,False,False,evwi gyM-3,"evwi gyM-3 ev cÖMwZ RvZwU msKivq‡Yi gva¨‡g D™¢vweZ| G RvZwU 1996 mv‡j K…lK ch©v‡q Pvlvev‡`i Rb¨ Aby‡gv`b Kiv nq| Mv‡Qi D”PZv 50-55 †mwg| exR wKQzUv Agm„Y Ges ev`vgx e‡Y©i| nvRvi ex‡Ri IRb 28-29 MÖvg| ivbœv nIqvi mgqKvj 14-17 wgwbU| ex‡Ri is †mvbvjx e‡Y©i| RvZwU w`em wbi‡cÿ nIqvq Lwid-1, Lwid-2 I wej¤^ iwe †gŠmy‡g Avev` Kiv hvq| Avwg‡li cwigvY 19-21%| RxebKvj 60-65 w`b| djb †n±icÖwZ 1000-1100 †KwR| RvZwU cvZvq `vM I njy` †gvRvBK fvBivm †ivM mnbkxj|","BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
Mungbean,BARI Mungbean-4,iƒcmv,1996.0,65.0,70.0,1.2,1.4,50.0,,False,False,False,False,False,False,False,evwi gyM-4,"evwi gyM-4 ev iƒcmv msKivq‡Yi gva¨‡g D™¢vweZ| G RvZwU mviv †`‡k Pvlvev‡`i Rb¨ 1996 mv‡j Aby‡gv`b jvf K‡i| G RvZ w`em wbi‡cÿ nIqvq Lwid-1, Lwid-2 I wej¤^ iwe †gŠmy‡g ecb Kiv hvq| RvZwU †`‡ki `wÿYvÂ‡ji Rb¨ we‡klfv‡e Dc‡hvMx| Mv‡Qi D”PZv 50-55 †mwg| exR gm„Y I is meyR| nvRvi ex‡Ri IRb 28-32 Mªvg| Wvj ivbœv nIqvi mgqKvj 15-20 wgwbU| Avwg‡li cwigvY 21-24%| RxebKvj 65-70 w`b| djb †n±icÖwZ 1200-1400 †KwR| RvZwU cvZvq `vM I njy` †gvRvBK fvBivm †ivM mnbkxj|","BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
Mungbean,BARI Mungbean-5,ZvBIqvbx,1997.0,60.0,65.0,1.2,1.5,,,False,False,False,False,False,False,False,evwi gyM-5,"evwi gyM-5 (ZvBIqvbx) RvZwU 1997 mv‡j RvZxq exR †evW© KZ©„K K…lK ch©v‡q Pvlvev‡`i Rb¨ D”P djbkxj RvZ wn‡m‡e Aby‡gv`b jvf K‡i| Mv‡Qi cvZv, dj I exR AvKv‡i †ek eo| ex‡Ri is Mvp meyR| nvRvi ex‡Ri IRb 40-42 Mªvg| RvZwUi we‡kl ˆewkó¨ nj †h kZKiv 70-80 fvM dj GK mv‡_ cv‡K| Wvj ivbœv nIqvi mgqKvj 17-20 wgwbU| Avwg‡li cwigvY 20-22%| RvZwUi RxebKvj 60-65 w`b| djb †n±icÖwZ 1200-1500 †KwR| RvZwU cvZvq `vM I njy` †gvRvBK fvBivm †ivM mnbkxj|","BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
Mungbean,BARI Mungbean-6,,2003.0,58.0,60.0,1.5,1.6,40.0,,False,False,False,False,False,False,False,evwi gyM-6,"evsjv‡`‡k Mg KvUvi ci †_‡K †ivcv Avgb avb †ivc‡Yi c~e© ch©šÍ cÖvq AwaKvsk RwgB cwZZ _v‡K| G mg¯Í Rwg‡K Kv‡R jvMv‡bvi Rb¨ Dc‡hvMx gy‡Mi RvZ D™¢ve‡bi j‡ÿ 1998 mv‡j AVRDC †_‡K gyMWv‡ji A‡bK¸‡jv RvZ/jvBb msMÖn Kiv nq| cieZx©‡Z GB jvBb¸‡jv cÖv_wgK, AMÖMvgx, AÂjwfwËK I eû¯’vwbK cixÿv Kiv nq| 2003 mv‡j ÔevwigyM-6Õ RvZwU RvZxq exR †evW© KZ©„K K…lK ch©v‡q Pvlvev‡`i Rb¨ Aby‡gv`b cvq| Mv‡Qi D”PZv 40-45 †mwg| GKB mg‡q cÖvq kZKiv 80 fvM dj/ ïwU cwic° nq| cvZv I ex‡Ri is Mvp meyR Ges cvZv PIov| dzj Avmvi c‡i ˆ`wnK e„w× Kg| `vbvi AvKvi eo| cÖwZ 100 ex‡Ri IRb 5.1-5.2 Mªvg| Mg KvUvi ci GwcÖ‡ji 1g mßvn ch©šÍ ecb Kiv hvq| G Qvov Lwid-2 I wej¤^ iwe †gŠmy‡gI ecb Kiv hvq| njy` †gvRvBK fvBivm Ges cvZvq `vM †ivM mnbkxj| RxebKvj 58-60 w`b| †n±icÖwZ djb 1500-1600 †KwR|","BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
Mungbean,BARI Mungbean-7,,2015.0,60.0,62.0,1.7,1.9,55.0,,False,False,False,False,False,False,False,evwi gyM-7,"Wvj M‡elYv †K‡›`ªi msM„nxZ Rvg©cøvRg/µwms g¨v‡Uwiqvj (Crossing material) n‡Z BMX-97024-13 (VC-3960A-88 x VC-6173C) jvBbmn A‡bK¸‡jv Rvg©cøvRg msMÖn K‡i 2012 mvj n‡Z g~j¨vqb Kiv nq| Lwid-1 †gŠmy‡g Mg I Avgb av‡bi ga¨eZ©x cwZZ Rwg‡K Pvlvev‡`i AvIZvq G‡b Wvj dm‡ji Drcv`b evov‡bvi j‡ÿ¨ jvBb¸‡jv 2015 mvj ch©šÍ wewfbœ AÂ‡j g~j¨vqb Kiv nq| GQvovI, Lwid-2 I wej¤^ iwe †gŠmy‡gI g~j¨vqb Kiv nq| `xN©w`b cixÿvi ci jvBbwU (BMX-97024-13) D”Pdjbkxj I †ivM mnbkxj nIqvq GKwU m¤¢vebvgq jvBb wn‡m‡e wbe©vwPZ nq Ges RvZ wn‡m‡e gy³vq‡bi Rb¨ cÖ¯Íve Kiv nq| cieZ©x‡Z RvZxq exR †evW© KZ©„K 2015 mv‡j GB jvBbwU evwi gyM-7 wn‡m‡e Aegy³ nq| Mv‡Qi D”PZv 55-60 †m.wg.| cÖwZ Mv‡Q c‡Wi msL¨ 25-30 wU| ex‡Ri is meyR I `vbvi AvKvi eo| cÖwZ 1000 ex‡Ri IRb 49-51 MÖvg| cvZvq `vM I njy` †gvRvBK †ivM mnbkxj| me¸‡jv dj cÖvq GK mv‡_ cv‡K| RxebKvj 60-62 w`b| djb 1700-1900 †KwR/‡n±i|","BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
Mungbean,BARI Mungbean-8,,2015.0,60.0,62.0,1.6,1.7,55.0,,False,False,False,False,False,False,False,evwi gyM-8,"cÖ¯ÍvweZ jvBbwU evsjv‡`‡ki wewfbœ ¯’vb †_‡K msM„nxZ Rvg©cøvRg n‡Z msMÖn K‡i 2012 mvj n‡Z g~j¨vqb Kiv nq| Lwid-1 †gŠmy‡g Mg I Avgb av‡bi ga¨eZ©x cwZZ Rwg‡K Pvlvev‡`i AvIZvq G‡b Wvj dm‡ji Drcv`b evov‡bvi j‡ÿ¨ A‡bK¸‡jv ¯^íRxebKvjxb jvBb 2015 mvj ch©šÍ wewfbœ AÂ‡j g~j¨vqb Kiv nq| `xN©w`b cixÿvi ci jvBbwU (LM-101) D”Pdjbkxj I †ivM mnbkxj nIqvq GKwU m¤¢vebvgq jvBb wn‡m‡e wbev©wPZ nq Ges RvZ wn‡m‡e gy³vq‡bi Rb¨ cÖ¯Íve Kiv nq| cieZ©x‡Z G jvBbwU RvZxq exR †evW© KZ©„K 2015 mv‡j evwi gyM-8 wn‡m‡e Aegy³ nq| Mv‡Qi D”PZv 55-60 †m.wg.| ex‡Ri is †mvbvjx I `vbvi AvKvi †QvU| cÖwZ 1000 ex‡Ri IRb 30-32 MÖvg| mvi‡Kv¤úviv I njy` †gvRvBK †ivM mnbkxj, me¸‡jv dj cÖvq GK mv‡_ cv‡K| RxebKvj 60-62 w`b| †`wi‡Z ecb‡hvM¨| djb 1600-1700 †KwR/‡n±i|","BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
Mustard,BARI Mustard-11,,2001.0,105.0,110.0,2.0,2.5,120.0,,True,True,False,False,False,True,False,evwi mwilv-11,†`‡ki †fZ‡i I we‡`k †_‡K msM„nxZ Rvg©cøvRg n‡Z evQvB cÖwµqvi gva¨‡g G RvZwU D™¢vweZ nq Ges 2001 mv‡j Aby‡gv`b jvf K‡i| GwU eªvwmKv Rybwmqv cÖRvwZi AšÍfy©³| Mv‡Qi D”PZv 120-130 †mwg| Mv‡Q 3-5wU cÖv_wgK kvLv _v‡K| cvZv †euvUvhy³ I LmL‡m Ges meyR i‡Oi| kvLv¸‡jv gvwUi GKUy Dc‡i cÖavb KvÐ †_‡K †ei nq| cÖùzwUZ dzj Kzuwoi wb‡P _v‡K| dz‡ji is njy`| cÖwZ Mv‡Q d‡ji msL¨v 75-150wU| dj 2 K¶ wewkó| cÖwZ d‡j ex‡Ri msL¨v 12-15wU| ex‡Ri is wc½j| nvRvi ex‡Ri IRb 3.5-4.0 MÖvg| ex‡Ri IRb Ab¨vb¨ ivB mwilvi †P‡q †ewk| dmj 105-110 w`‡b cv‡K| cÖwZ †n±‡i 2.0-2.5 Ub djb cvIqv hvq| G RvZwU †`Šj‡Zi †P‡q 20-25% †ewk djb †`q| Avgb avb KvUvi ci G RvZwU bvwe RvZ wn‡m‡e Pvl Kiv hvq| RvZwU Liv Ges jeYv³Zv mnbkxj|,"BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
Mustard,BARI Mustard-12,,2002.0,85.0,90.0,1.45,1.65,65.0,43.0,False,False,False,False,False,False,False,evwi mwilv-12,G RvZwU µzwm‡dix cwiev‡ii eªvwmKv K¨v‡¤úw÷«m cÖRvwZi AšÍfy©³| evQvB cÖwµqvi gva¨‡g jvBbwU DbœZ wn‡m‡e we‡ewPZ nq Ges 2002 mv‡j Aby‡gv`b jvf K‡i| Mv‡Qi D”PZv 65-80 †mwg| MvQ Lv‡Uv| Mv‡Q 5-6wU cÖv_wgK kvLv _v‡K| m`¨ cÖùzwUZ dzj Kzuwomg~‡ni Dc‡i Ae¯’vb K‡i| dz‡ji cuvcwoi is nj‡`| cÖwZ Mv‡Q d‡ji msL¨v 70-100wU| dj 2 K¶ wewkó| cÖwZ d‡j ex‡Ri msL¨v 15-20wU| ex‡Ri is wc½j| nvRvi ex‡Ri IRb 2.6-3.2 MÖvg| ex‡R †Z‡ji cwigvY 43-44%| dmj 85-90 w`‡b cv‡K| cÖwZ †n±‡i 1.45-1.65 Ub djb cvIqv hvq| G RvZwU ÔUwi-7Õ Rv‡Zi †P‡q 15-20% †ewk djb †`q|,"BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
Mustard,BARI Mustard-13,,2004.0,90.0,95.0,2.2,2.8,80.0,42.0,False,False,False,False,False,False,False,evwi mwilv-13,evsjv‡`k K…wl M‡elYv Bbw÷wUDU myB‡W‡bi Dcmvjv wek¦we`¨vj‡qi mn‡hvwMZvq K…wÎg cÖRb‡bi gva¨‡g 1994 mv‡j evsjv‡`‡ki AvenvIqv Dc‡hvMx †bcvm cÖRvwZi K‡qKwU jvBb D™¢veb K‡i| b¨vc-198 jvBbwU AvÂwjK djb cix¶vq evwi mwilv-7 I evwi mwilv-8 Gi †P‡q †ewk djbkxj nIqvq jvBbwU wbe©vPb Kiv nq| b¨vc-198 jvBbwU 2004 mv‡ji gvP© gv‡m evsjv‡`‡k Pvlvev‡`i Rb¨ RvZxq exR †evW© KZ„©K Ôevwi mwilv-13Õ bv‡g Aby‡gv`b jvf K‡i| Mv‡Qi D”PZv 80-100 †mwg| cÖwZ Mv‡Q 5-6wU cÖv_wgK kvLv _v‡K| cvZv Mvp meyR i‡Oi gm„Y I †jvgnxb| cvZv †euvUvnxb Ges KvÐ‡K A‡a©K wN‡i iv‡L| gÄyix`‡Ð m`¨ cÖùzwUZ dzj Kzuwoi wb‡P Ae¯’vb K‡i| Mv‡Q `xN© w`b hver dzj a‡i| dz‡ji cuvcwoi is njy`| cÖwZ Mv‡Q d‡ji msL¨v 65-75wU| dj 2 K¶ wewkó| cÖwZ d‡j ex‡Ri msL¨v 28-30wU| ex‡Ri is wc½j| nvRvi ex‡Ri IRb 3.7-3.9 Mªvg| ex‡R †Z‡ji cwigvY kZKiv 42-43 fvM| †n±icÖwZ djb 2.20-2.80 Ub| dmj 90-95 w`‡b cv‡K|,"BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
